ID,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,ImageURL,Category
Ch4_Q11,A 19-year-old patient presents with low back pain. Which of the following is a yellow flag rather than a red flag?,Age of the patient,Poor appetite,History of intravenous drug use,Failure to improve with rest supine position or therapy,Pain avoidance,E,Yellow flags are psychological factors shown to be indicative of long-term chronicity and disability which include a negative attitude that back pain is harmful or severely disabling resulting in fear avoidance behaviour and reduced activity levels. There is a tendency to depression low morale and social withdrawal.,,Spine
Ch4_Q12,A 12-year-old girl with scoliosis was found to have a fluid-filled cavity within the spinal cord on a routine preoperative MRI scan. All of the following are true regarding the spinal cord finding except?,Craniocervical junction abnormalities are predisposing factors,Scoliosis is reported in 25-85% of syringomyelia cases,Scoliosis with syringomyelia has been characterized by 44-50% incidence of left thoracic curves,Proprioception and vibration sensation are usually not affected,Decompression of the syrinx in patients above the age of 10 years will improve or stabilize the scoliotic curve,E,Syringomyelia usually results from lesions that partially obstruct cerebrospinal fluid flow including craniocervical junction abnormalities Chiari malformations spinal cord trauma and tumours. In most patients over the age of ten surgical treatment of scoliosis is most likely necessary due to a large initial scoliosis curve or curve progression even after syrinx drainage.,,Spine
Ch4_Q13,A 33-year-old male is involved in a road traffic accident sustaining a fracture dislocation of the cervical spine. He has absent motor function absent sensation and anal tone. The bulbocavernous reflex is intact. Which of the following best describes this spinal cord injury pattern?,Central cord syndrome,Incomplete spinal cord injury,Complete spinal cord injury,Neurogenic shock,Spinal shock,C,An intact bulbocavernous reflex indicates that the patient is not in a state of spinal shock and therefore the cord injury can be classified as a complete injury pattern in this scenario.,,Spine
Ch4_Q14,A 20-year-old cyclist was hit by a car sustaining a spinal cord injury. He has an MRC 5 in his deltoids and biceps MRC 0 in his wrist extensors flexors and triceps. He has an absent anal tone and perianal sensation. He has absent tone and power in his lower limbs. How would you define this patients neurological injury?,Incomplete C5,Complete C5,Complete C6,Incomplete C6,Incomplete C7,B,This patient is functional at C5 deltoid and biceps and not functional at C6 wrist extensors and C7 wrist flexion and triceps. His last functional level is C5 indicating a C5 neurological level. It is complete as his distal motor and sensory function is absent.,,Spine
Ch4_Q15,All of the following can be present with diastematomyelia except?,Tethering of the cord,Intrapedicular widening,Enlarged intervertebral foramina,Neurological deficit,Diplomyelia,C,Diastematomyelia is a congenital anomaly caused by a bony cartilaginous or fibrous bar that results in the splitting of the spinal cord in a sagittal direction. When the split does not reunite distally the condition is referred to as diplomyelia. It can lead to tethering of the cord and may be associated with neurological deficit. An intrapedicular widening is suggestive. An enlarged intervertebral foramina is seen in patients with neurofibroma.,,Spine
Ch4_Q16,An MRI of a 32-year-old patient shows a left foraminal disc herniation of the L5-S1 disc. Which of the following is unlikely to be present?,Left lateral foot numbness,Left extensor hallucis longus (EHL) weakness,Left dorsomedial foot numbness,Left lateral calf numbness,Left extensor digitorum longus (EDL) weakness,A,A foraminal or extraforaminal/far lateral disc herniation affects the exiting root in this case L5 whilst a paracentral or posterolateral disc herniation affects the traversing root S1. An EHL and EDL weakness would be consistent with an L5 compression. Dorsomedial foot and lateral calf numbness would also be the result of an L5 compression.,,Spine
Ch4_Q17,All of the following are true of scoliosis except?,Idiopathic adolescent curves are commonly right thoracic,A thoracic curve 50° will progress by 1°/year after skeletal maturity,Infantile scoliosis commonly affects girls and is usually left-sided,Infantile scoliosis is associated with plagiocephaly,A rib vertebral angle (RVA) of 20° is associated with a high rate of progression,C,Infantile scoliosis occurs between the ages of 2 months and 3 years. It commonly affects boys and is usually left-sided. An MRI scan should be performed in infantile scoliosis to exclude a Chiari syrinx or cord tethering. The term early onset scoliosis is now widely used and includes infantile juvenile and any scoliosis that occurs before the age of 10 years.,,Spine
Ch4_Q18,In central canal stenosis of the lumbar spine all of the following are true except?,It is more common in men,Acquired stenosis is the more common type,Tension signs are usually positive,A history of radiating leg pain in a dermatomal distribution is relatively uncommon,Can occur as a result of Pagets disease,C,Central stenosis can be congenital or acquired. Acquired stenosis is the more common type occurring usually secondary to degenerative changes. It is more common in men because their canal diameter is smaller at the L3-L5 levels than that of women. Tension signs are rarely positive. Unlike lateral recess stenosis or a herniated disc a central stenosis does not commonly result in leg pain in a dermatomal distribution.,,Spine
Ch4_Q19,A 19-year-old medical student presents with a Scheuermanns kyphosis in the thoracic spine with a Cobb angle of 85° between T5 and T12. All of the following are correct except?,The condition is often accompanied by a lumbar hyperlordosis,This is the most common cause of thoracic back pain in adolescents,An MRI scan should be part of a routine preoperative workup,A posterior instrumentation should stop at the distal most tilted vertebra,At surgery flavectomy ligamentum flavum excision should be performed at the apex of the curve,D,Scheuermanns kyphosis is a kyphotic deformity of 45° in the thoracic spine with 5° anterior wedging across three consecutive vertebrae. Surgery is indicated for curves >80° in skeletally mature patients. The fusion level should stop distally at the vertebra which is parallel to the floor usually the L3 level. A ligamentum flavum excision should be performed at the apex to prevent buckling and decrease risk of neurological deficit.,,Spine
Ch4_Q20,All of the following are true regarding intervertebral disc disease except?,With age the proteoglycan (PG) synthesis decreases however the PG concentration increases due to the drop in the water content,With age there is no change in the absolute quantity of collagen,Disc stimulation studies discogram have shown that when stimulated normal discs do not cause pain,With age there is a decrease in type I and an increase in type III collagen in the annulus,Reproduction of pain does not correlate with disc degeneration but with the degree of disc fissuring,A,Age-related changes include a decrease in proteoglycan synthesis resulting in an overall decrease in the proteoglycan concentration despite a drop in the water content. The absolute quantity of collagen remains constant there is a decrease in type I and increase in type III collagen.,,Spine
